sales_month,naics_code,kind_of_business,reason_for_null, sales 
8/1/1992,452111,Department stores(excl. discount department stores),-,7145.00
8/1/1992,452112,Discount dept. stores,-,7638.00
8/1/1992,4529,Other general merchandise stores,-,5735.00
8/1/1992,45291,Warehouse clubs and superstores,-,3288.00
8/1/1992,45299,All other gen. merchandise stores,-,2447.00
8/1/1992,453,Miscellaneous store retailers,-,4504.00
8/1/1992,4532,"Office supplies, stationery, and gift stores",-,1762.00
8/1/1992,45321,Office supplies and stationery stores,-,811.00
8/1/1992,45322,"Gift, novelty, and souvenir stores",-,951.00
8/1/1992,45330,Used merchandise stores,-,532.00
8/1/1992,454,Nonstore retailers,-,5830.00
8/1/1992,4541,Electronic shopping and mail-order houses,-,2673.00
8/1/1992,45431,Fuel dealers,-,1005.00
8/1/1992,722,Food services and drinking places,-,17888.00
8/1/1992,7224,Drinking places,-,1021.00
8/1/1992,7225,Restaurants and other eating places,-,15381.00
8/1/1992,722511,Full service restaurants,-,7535.00
8/1/1992,"722513, 722514, 722515",Limited service eating places,-,7846.00
8/1/1992,,"Retail and food services sales, total",-,170364.00
8/1/1992,,GAFO(1),-,44642.00
8/1/1992,,Retail sales and food services excl gasoline stations,-,156539.00
8/1/1992,,Retail sales and food services excl motor vehicle and parts,-,134928.00
8/1/1992,,"Retail sales, total",-,152476.00
8/1/1992,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,121103.00
8/1/1992,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,117040.00
9/1/1992,441,Motor vehicle and parts dealers,-,35883.00
9/1/1992,4411,Automobile dealers,-,30965.00
9/1/1992,"4411, 4412",Automobile and other motor vehicle dealers,-,32337.00
9/1/1992,44111,New car dealers,-,28949.00
9/1/1992,44112,Used car dealers,-,2016.00
9/1/1992,4413,"Automotive parts, acc., and tire stores",-,3546.00
9/1/1992,442,Furniture and home furnishings stores,-,4328.00
9/1/1992,"442, 443","Furniture, home furn, electronics, and appliance stores",-,8123.00
9/1/1992,4421,Furniture stores,-,2611.00
9/1/1992,4422,Home furnishings stores,-,1717.00
9/1/1992,44221,Floor covering stores,-,916.00
9/1/1992,442299,All other home furnishings stores,Not Available,0.00
9/1/1992,443,Electronics and appliance stores,-,3795.00
9/1/1992,443141,Household appliance stores,-,682.00
9/1/1992,443142,Electronics stores,Not Available,0.00
9/1/1992,444,Building mat. and garden equip. and supplies dealers,-,11309.00
9/1/1992,4441,Building mat. and supplies dealers,-,9813.00
9/1/1992,44412,Paint and wallpaper stores,Not Available,0.00
9/1/1992,44413,Hardware stores,-,1053.00
9/1/1992,445,Food and beverage stores,-,30162.00
9/1/1992,4451,Grocery stores,-,27475.00
9/1/1992,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
9/1/1992,4453,"Beer, wine, and liquor stores",-,1770.00
9/1/1992,446,Health and personal care stores,-,7071.00
9/1/1992,44611,Pharmacies and drug stores,-,6074.00
9/1/1992,447,Gasoline stations,-,13140.00
9/1/1992,448,Clothing and clothing access. stores,-,9573.00
9/1/1992,4481,Clothing stores,-,6878.00
9/1/1992,44811,Men's clothing stores,-,762.00
9/1/1992,44812,Women's clothing stores,-,2560.00
9/1/1992,44814,Family clothing stores,-,2687.00
9/1/1992,44819,Other clothing stores,Not Available,0.00
9/1/1992,4482,Shoe stores,-,1578.00
9/1/1992,44831,Jewelry stores,-,1034.00
9/1/1992,451,"Sporting goods, hobby, musical instrument, and book stores",-,3409.00
9/1/1992,45111,Sporting goods stores,-,1206.00
9/1/1992,45112,"Hobby, toy, and game stores",-,638.00
9/1/1992,451211,Book stores,-,861.00
9/1/1992,452,General merchandise stores,-,18700.00
9/1/1992,4521,Department stores,-,13323.00
9/1/1992,452111,Department stores(excl. discount department stores),-,6461.00
9/1/1992,452112,Discount dept. stores,-,6862.00
9/1/1992,4529,Other general merchandise stores,-,5377.00
9/1/1992,45291,Warehouse clubs and superstores,-,3078.00
9/1/1992,45299,All other gen. merchandise stores,-,2299.00
9/1/1992,453,Miscellaneous store retailers,-,4454.00
9/1/1992,4532,"Office supplies, stationery, and gift stores",-,1669.00
9/1/1992,45321,Office supplies and stationery stores,-,795.00
9/1/1992,45322,"Gift, novelty, and souvenir stores",-,874.00
9/1/1992,45330,Used merchandise stores,-,523.00
9/1/1992,454,Nonstore retailers,-,6334.00
9/1/1992,4541,Electronic shopping and mail-order houses,-,2932.00
9/1/1992,45431,Fuel dealers,-,1150.00
9/1/1992,722,Food services and drinking places,-,16459.00
9/1/1992,7224,Drinking places,-,958.00
9/1/1992,7225,Restaurants and other eating places,-,14086.00
9/1/1992,722511,Full service restaurants,-,6921.00
9/1/1992,"722513, 722514, 722515",Limited service eating places,-,7165.00
9/1/1992,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,115594.00
9/1/1992,,"Retail and food services sales, total",-,164617.00
9/1/1992,,GAFO(1),-,41474.00
9/1/1992,,Retail sales and food services excl gasoline stations,-,151477.00
9/1/1992,,Retail sales and food services excl motor vehicle and parts,-,128734.00
9/1/1992,,"Retail sales, total",-,148158.00
9/1/1992,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,112275.00
10/1/1992,441,Motor vehicle and parts dealers,-,36738.00
10/1/1992,4411,Automobile dealers,-,31578.00
10/1/1992,"4411, 4412",Automobile and other motor vehicle dealers,-,32947.00
10/1/1992,44111,New car dealers,-,29429.00
10/1/1992,44112,Used car dealers,-,2149.00
10/1/1992,4413,"Automotive parts, acc., and tire stores",-,3791.00
10/1/1992,442,Furniture and home furnishings stores,-,4497.00
10/1/1992,"442, 443","Furniture, home furn, electronics, and appliance stores",-,8511.00
10/1/1992,4421,Furniture stores,-,2665.00
10/1/1992,4422,Home furnishings stores,-,1832.00
10/1/1992,44221,Floor covering stores,-,977.00
10/1/1992,442299,All other home furnishings stores,Not Available,0.00
10/1/1992,443,Electronics and appliance stores,-,4014.00
10/1/1992,443141,Household appliance stores,-,732.00
10/1/1992,443142,Electronics stores,Not Available,0.00
10/1/1992,444,Building mat. and garden equip. and supplies dealers,-,11605.00
10/1/1992,4441,Building mat. and supplies dealers,-,10018.00
10/1/1992,44412,Paint and wallpaper stores,Not Available,0.00
10/1/1992,44413,Hardware stores,-,1105.00
10/1/1992,445,Food and beverage stores,-,31407.00
10/1/1992,4451,Grocery stores,-,28583.00
10/1/1992,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
10/1/1992,4453,"Beer, wine, and liquor stores",-,1882.00
10/1/1992,446,Health and personal care stores,-,7467.00
10/1/1992,44611,Pharmacies and drug stores,-,6439.00
10/1/1992,447,Gasoline stations,-,13663.00
10/1/1992,448,Clothing and clothing access. stores,-,10254.00
10/1/1992,4481,Clothing stores,-,7514.00
10/1/1992,44811,Men's clothing stores,-,841.00
10/1/1992,44812,Women's clothing stores,-,2755.00
10/1/1992,44814,Family clothing stores,-,2993.00
10/1/1992,44819,Other clothing stores,Not Available,0.00
10/1/1992,4482,Shoe stores,-,1529.00
10/1/1992,44831,Jewelry stores,-,1122.00
10/1/1992,451,"Sporting goods, hobby, musical instrument, and book stores",-,3329.00
10/1/1992,45111,Sporting goods stores,-,1120.00
10/1/1992,45112,"Hobby, toy, and game stores",-,789.00
10/1/1992,451211,Book stores,-,645.00
10/1/1992,452,General merchandise stores,-,20970.00
10/1/1992,4521,Department stores,-,14961.00
10/1/1992,452111,Department stores(excl. discount department stores),-,7082.00
10/1/1992,452112,Discount dept. stores,-,7879.00
10/1/1992,4529,Other general merchandise stores,-,6009.00
10/1/1992,45291,Warehouse clubs and superstores,-,3429.00
10/1/1992,45299,All other gen. merchandise stores,-,2580.00
10/1/1992,453,Miscellaneous store retailers,-,4768.00
10/1/1992,4532,"Office supplies, stationery, and gift stores",-,1832.00
10/1/1992,45321,Office supplies and stationery stores,-,820.00
10/1/1992,45322,"Gift, novelty, and souvenir stores",-,1012.00
10/1/1992,45330,Used merchandise stores,-,483.00
10/1/1992,454,Nonstore retailers,-,7275.00
10/1/1992,4541,Electronic shopping and mail-order houses,-,3436.00
10/1/1992,45431,Fuel dealers,-,1431.00
10/1/1992,722,Food services and drinking places,-,17668.00
10/1/1992,7224,Drinking places,-,1041.00
10/1/1992,7225,Restaurants and other eating places,-,15138.00
10/1/1992,722511,Full service restaurants,-,7439.00
10/1/1992,"722513, 722514, 722515",Limited service eating places,-,7699.00
10/1/1992,,"Retail sales, total",-,155987.00
10/1/1992,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,123254.00
10/1/1992,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,119249.00
10/1/1992,,Retail sales and food services excl motor vehicle and parts,-,136917.00
10/1/1992,,Retail sales and food services excl gasoline stations,-,159992.00
10/1/1992,,"Retail and food services sales, total",-,173655.00
10/1/1992,,GAFO(1),-,44896.00
11/1/1992,441,Motor vehicle and parts dealers,-,32360.00
11/1/1992,4411,Automobile dealers,-,27838.00
11/1/1992,"4411, 4412",Automobile and other motor vehicle dealers,-,28908.00
11/1/1992,44111,New car dealers,-,26171.00
11/1/1992,44112,Used car dealers,-,1667.00
11/1/1992,4413,"Automotive parts, acc., and tire stores",-,3452.00
11/1/1992,442,Furniture and home furnishings stores,-,4687.00
11/1/1992,"442, 443","Furniture, home furn, electronics, and appliance stores",-,9106.00
11/1/1992,4421,Furniture stores,-,2768.00
11/1/1992,4422,Home furnishings stores,-,1919.00
11/1/1992,44221,Floor covering stores,-,940.00
11/1/1992,442299,All other home furnishings stores,Not Available,0.00
11/1/1992,443,Electronics and appliance stores,-,4419.00
11/1/1992,443141,Household appliance stores,-,753.00
11/1/1992,443142,Electronics stores,Not Available,0.00
11/1/1992,444,Building mat. and garden equip. and supplies dealers,-,10156.00
11/1/1992,4441,Building mat. and supplies dealers,-,8835.00
11/1/1992,44412,Paint and wallpaper stores,Not Available,0.00
11/1/1992,44413,Hardware stores,-,1037.00
11/1/1992,445,Food and beverage stores,-,30388.00
11/1/1992,4451,Grocery stores,-,27620.00
11/1/1992,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
11/1/1992,4453,"Beer, wine, and liquor stores",-,1831.00
11/1/1992,446,Health and personal care stores,-,7115.00
11/1/1992,44611,Pharmacies and drug stores,-,6175.00
11/1/1992,447,Gasoline stations,-,13064.00
11/1/1992,448,Clothing and clothing access. stores,-,11187.00
11/1/1992,4481,Clothing stores,-,8201.00
11/1/1992,44811,Men's clothing stores,-,913.00
11/1/1992,44812,Women's clothing stores,-,2946.00
11/1/1992,44814,Family clothing stores,-,3399.00
11/1/1992,44819,Other clothing stores,Not Available,0.00
11/1/1992,4482,Shoe stores,-,1516.00
11/1/1992,44831,Jewelry stores,-,1364.00
11/1/1992,451,"Sporting goods, hobby, musical instrument, and book stores",-,3851.00
11/1/1992,45111,Sporting goods stores,-,1207.00
11/1/1992,45112,"Hobby, toy, and game stores",-,1332.00
11/1/1992,451211,Book stores,-,642.00
11/1/1992,452,General merchandise stores,-,25024.00
11/1/1992,4521,Department stores,-,18128.00
11/1/1992,452111,Department stores(excl. discount department stores),-,8996.00
11/1/1992,452112,Discount dept. stores,-,9132.00
11/1/1992,4529,Other general merchandise stores,-,6896.00
11/1/1992,45291,Warehouse clubs and superstores,-,4013.00
11/1/1992,45299,All other gen. merchandise stores,-,2883.00
11/1/1992,453,Miscellaneous store retailers,-,4848.00
11/1/1992,4532,"Office supplies, stationery, and gift stores",-,2054.00
11/1/1992,45321,Office supplies and stationery stores,-,803.00
11/1/1992,45322,"Gift, novelty, and souvenir stores",-,1251.00
11/1/1992,45330,Used merchandise stores,-,465.00
11/1/1992,454,Nonstore retailers,-,7725.00
11/1/1992,4541,Electronic shopping and mail-order houses,-,3922.00
11/1/1992,45431,Fuel dealers,-,1532.00
11/1/1992,722,Food services and drinking places,-,16723.00
11/1/1992,7224,Drinking places,-,999.00
11/1/1992,7225,Restaurants and other eating places,-,14323.00
11/1/1992,722511,Full service restaurants,-,7114.00
11/1/1992,"722513, 722514, 722515",Limited service eating places,-,7209.00
11/1/1992,,GAFO(1),-,51222.00
11/1/1992,,Retail sales and food services excl motor vehicle and parts,-,139187.00
11/1/1992,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,122464.00
11/1/1992,,"Retail sales, total",-,154824.00
11/1/1992,,Retail sales and food services excl gasoline stations,-,158483.00
11/1/1992,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,126123.00
11/1/1992,,"Retail and food services sales, total",-,171547.00
12/1/1992,441,Motor vehicle and parts dealers,-,33067.00
12/1/1992,4411,Automobile dealers,-,28237.00
12/1/1992,"4411, 4412",Automobile and other motor vehicle dealers,-,29620.00
12/1/1992,44111,New car dealers,-,26654.00
12/1/1992,44112,Used car dealers,-,1583.00
12/1/1992,4413,"Automotive parts, acc., and tire stores",-,3447.00
12/1/1992,442,Furniture and home furnishings stores,-,5287.00
12/1/1992,"442, 443","Furniture, home furn, electronics, and appliance stores",-,12301.00
12/1/1992,4421,Furniture stores,-,3049.00
12/1/1992,4422,Home furnishings stores,-,2238.00
12/1/1992,44221,Floor covering stores,-,928.00
12/1/1992,442299,All other home furnishings stores,Not Available,0.00
12/1/1992,443,Electronics and appliance stores,-,7014.00
12/1/1992,443141,Household appliance stores,-,920.00
12/1/1992,443142,Electronics stores,Not Available,0.00
12/1/1992,444,Building mat. and garden equip. and supplies dealers,-,10271.00
12/1/1992,4441,Building mat. and supplies dealers,-,8765.00
12/1/1992,44412,Paint and wallpaper stores,Not Available,0.00
12/1/1992,44413,Hardware stores,-,1164.00
12/1/1992,445,Food and beverage stores,-,34170.00
12/1/1992,4451,Grocery stores,-,30294.00
12/1/1992,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
12/1/1992,4453,"Beer, wine, and liquor stores",-,2511.00
12/1/1992,446,Health and personal care stores,-,9235.00
12/1/1992,44611,Pharmacies and drug stores,-,8119.00
12/1/1992,447,Gasoline stations,-,13488.00
12/1/1992,448,Clothing and clothing access. stores,-,18395.00
12/1/1992,4481,Clothing stores,-,12721.00
12/1/1992,44811,Men's clothing stores,-,1557.00
12/1/1992,44812,Women's clothing stores,-,4416.00
12/1/1992,44814,Family clothing stores,-,5337.00
12/1/1992,44819,Other clothing stores,Not Available,0.00
12/1/1992,4482,Shoe stores,-,2039.00
12/1/1992,44831,Jewelry stores,-,3436.00
12/1/1992,451,"Sporting goods, hobby, musical instrument, and book stores",-,7133.00
12/1/1992,45111,Sporting goods stores,-,2153.00
12/1/1992,45112,"Hobby, toy, and game stores",-,3226.00
12/1/1992,451211,Book stores,-,1165.00
12/1/1992,452,General merchandise stores,-,37373.00
12/1/1992,4521,Department stores,-,27218.00
12/1/1992,452111,Department stores(excl. discount department stores),-,13801.00
12/1/1992,452112,Discount dept. stores,-,13417.00
12/1/1992,4529,Other general merchandise stores,-,10155.00
12/1/1992,45291,Warehouse clubs and superstores,-,5740.00
12/1/1992,45299,All other gen. merchandise stores,-,4415.00
12/1/1992,453,Miscellaneous store retailers,-,7213.00
12/1/1992,4532,"Office supplies, stationery, and gift stores",-,3388.00
12/1/1992,45321,Office supplies and stationery stores,-,943.00
12/1/1992,45322,"Gift, novelty, and souvenir stores",-,2445.00
12/1/1992,45330,Used merchandise stores,-,582.00
12/1/1992,454,Nonstore retailers,-,8701.00
12/1/1992,4541,Electronic shopping and mail-order houses,-,4530.00
12/1/1992,45431,Fuel dealers,-,1978.00
12/1/1992,722,Food services and drinking places,-,17491.00
12/1/1992,7224,Drinking places,-,1034.00
12/1/1992,7225,Restaurants and other eating places,-,14994.00
12/1/1992,722511,Full service restaurants,-,7329.00
12/1/1992,"722513, 722514, 722515",Limited service eating places,-,7665.00
12/1/1992,,Retail sales and food services excl motor vehicle and parts,-,175771.00
12/1/1992,,Retail sales and food services excl gasoline stations,-,195350.00
12/1/1992,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,162283.00
12/1/1992,,"Retail and food services sales, total",-,208838.00
12/1/1992,,GAFO(1),-,78590.00
12/1/1992,,"Retail sales, total",-,191347.00
12/1/1992,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,158280.00
1/1/1993,441,Motor vehicle and parts dealers,-,32200.00
